,district,ward,coordinates,kind,Legal,surface,floor,bedRoom,bathRoom,environment,utility,price
13018,Quận Phú Nhuận,Phường 10,"[10.79643, 106.67064]",Nhà phố,"[1, 0, 0]",45.0,,,,,,124444444.444
13019,Quận 1,Phường Bến Nghé,"[10.77384, 106.70364]",Nhà phố,"[1, 0, 0]",100.0,,,,,,400000000.0
13020,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",84.0,,,,,,154761904.762
13021,Quận 3,Phường 04,"[10.77535, 106.68478]",Nhà phố,"[1, 0, 0]",56.0,,,,,,121428571.429
13022,Quận Bình Thạnh,Phường 26,"[0.0, 0.0]",Nhà phố,"[1, 0, 0]",17.0,2.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,288235294.118
13023,Quận Thủ Đức,Phường Hiệp Bình Phước,"[0.0, 0.0]",Nhà phố,"[1, 0, 0]",104.0,1.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,25000000.0
13024,Quận Gò Vấp,Phường 6,"[10.83834, 106.67126]",Nhà phố,"[1, 0, 0]",72.0,4.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,",,62500000.0
13025,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[0, 1, 0]",33.0,5.0,5.0,1.0,,,212121212.121
13026,Quận Gò Vấp,Phường 10,"[10.83237, 106.67158]",Nhà phố,"[1, 0, 0]",80.0,4.0,,,,,56250000.0
13027,Quận Bình Tân,Phường Bình Trị Đông,"[10.76611, 106.61713]",Nhà phố,"[1, 0, 0]",91.0,2.0,5.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn ,",104395604.396
13028,Quận Tân Phú,Phường Sơn Kỳ,"[10.80508, 106.61903]",Nhà phố,"[1, 0, 0]",52.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Khu an ninh ,",,57692307.6923
13029,Quận Gò Vấp,Phường 8,"[10.78597, 106.65279]",Nhà phố,"[1, 0, 0]",85.0,5.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,135294117.647
13030,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",68.0,,,,,,95588235.2941
13031,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",103.0,,,,,,143689320.388
13032,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,,68.0,3.0,7.0,,,,154411764.706
13033,Quận Bình Tân,P.Bình Trị Đông,"[10.8231, 106.62966]",Khác,"[1, 0, 0]",105.0,,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Công viên,Khu an ninh ,",,9428571.42857
13034,Quận Thủ Đức,Phường Linh Trung,"[10.86202, 106.78333]",Nhà phố,"[1, 0, 0]",95.0,,,,,,31578947.3684
13035,Quận 5,Phường 02,"[10.75829, 106.67502]",Nhà phố,"[1, 0, 0]",56.0,,,,,,235714285.714
13036,Quận 12,Phường Thạnh Lộc,"[10.88186, 106.68559]",Nhà phố,"[1, 0, 0]",96.0,1.0,1.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Hồ bơi,Sân vườn,Phòng tập gym ,",9895833.33333
13037,Quận Thủ Đức,Phường Linh Ðông,"[10.848, 106.7456]",Nhà phố,"[1, 0, 0]",56.0,2.0,,,,,119642857.143
13038,Quận Thủ Đức,Phường Hiệp Bình Phước,"[10.84443, 106.7091]",Nhà phố,"[1, 0, 0]",56.0,3.0,,,,,51785714.2857
13039,Quận 9,Phường Hiệp Phú,"[10.84679, 106.78079]",Nhà phố,"[1, 0, 0]",106.0,,,,,,29245283.0189
13040,Quận 7,Phường Bình Thuận,"[10.71435, 106.737]",Nhà phố,"[1, 0, 0]",60.0,,,,,,40000000.0
13041,Quận Bình Tân,Phường Tân Tạo,"[10.75745, 106.58688]",Nhà phố,,200.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",46500000.0
13042,Quận Thủ Đức,Phường Linh Trung,"[10.86202, 106.78333]",Nhà phố,"[1, 0, 0]",80.0,2.0,,,,,52500000.0
13043,Quận 9,Phường Tăng Nhơn Phú B,"[10.83074, 106.7887]",Nhà phố,"[1, 0, 0]",174.0,,,,,,83333333.3333
13044,Quận Thủ Đức,Phường Linh Trung,"[10.86202, 106.78333]",Nhà phố,"[1, 0, 0]",288.0,1.0,,,,,59027777.7778
13045,Quận 1,Phường Tân Ðịnh,"[10.78965, 106.6915]",Nhà phố,"[1, 0, 0]",60.0,,,,,,200000000.0
13046,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[0, 1, 0]",120.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,47500000.0
13047,Quận Thủ Đức,Phường Bình Thọ,"[10.84504, 106.76858]",Nhà phố,"[1, 0, 0]",160.0,1.0,,,,,109375000.0
13048,Quận Thủ Đức,Phường Trường Thọ,"[10.8317, 106.75614]",Nhà phố,"[1, 0, 0]",500.0,2.0,,,,,30000000.0
13049,Huyện Nhà Bè,Xã Nhơn Ðức,"[10.67139, 106.7037]",Nhà phố,"[1, 0, 0]",100.0,2.0,4.0,3.0,,,13000000.0
13050,Huyện Nhà Bè,Xã Phước Kiển,"[10.70719, 106.70577]",Biệt thự/ Villa,"[1, 0, 0]",123.0,2.0,3.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Wifi,Sân vườn,Phòng tập gym ,",53658536.5854
13051,Quận 6,Phường 13,"[10.75323, 106.62963]",Nhà phố,"[1, 0, 0]",64.0,2.0,,,"Trường học,Giao thông công cộng,Công viên,Khu an ninh ,",,87500000.0
13052,Quận 9,Phường Phước Long B,"[10.82127, 106.77212]",Nhà phố,"[1, 0, 0]",80.0,1.0,,,,,37500000.0
13053,Quận 7,Phường Phú Mỹ,"[10.70815, 106.73828]",Nhà phố,"[0, 0, 1]",126.0,4.0,5.0,3.0,"Trường học,Siêu thị,Giao thông công cộng ,","Ban công / Sân thượng ,",63492063.4921
13054,Quận 9,Phường Tăng Nhơn Phú A,"[10.84663, 106.84666]",Nhà phố,"[1, 0, 0]",530.0,1.0,,,,,57547169.8113
13055,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",100.0,2.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",8250000.0
13056,Quận 3,Phường 03,"[10.77057, 106.6783]",Nhà phố,"[1, 0, 0]",155.0,,,,,,109677419.355
13057,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",75.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",4000000.0
13058,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",83.0,,,,,,198795180.723
13059,Quận Bình Thạnh,Phường 17,"[10.7916, 106.71189]",Nhà phố,"[1, 0, 0]",244.0,1.0,1.0,1.0,,,77868852.459
13060,Quận 9,Phường Hiệp Phú,"[10.84679, 106.78079]",Nhà phố,"[1, 0, 0]",84.0,1.0,,,,,65476190.4762
13061,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.84669, 106.59165]",Nhà phố,"[1, 0, 0]",72.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",10416666.6667
13062,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",120.0,,,,,,136666666.667
13063,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",180.0,,,,,,84444444.4444
13064,Quận 10,Phường 10,"[10.76851, 106.67041]",Nhà phố,"[1, 0, 0]",90.0,3.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",117777777.778
13065,Quận 5,Phường 02,"[10.76459, 106.67332]",Nhà phố,"[1, 0, 0]",235.0,,,,,,67234042.5532
13066,Quận 5,Phường 04,"[10.76248, 106.68038]",Nhà phố,"[1, 0, 0]",79.0,,,,,,159493670.886
13067,Quận Tân Bình,Phường 03,"[10.79386, 106.66149]",Nhà phố,"[1, 0, 0]",28.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",303571428.571
13068,Quận 1,Phường Nguyễn Thái Bình,"[10.76938, 106.70061]",Nhà phố,"[1, 0, 0]",100.0,,,,,,400000000.0
13069,Quận Bình Thạnh,Phường 24,"[10.80606, 106.70468]",Nhà phố,"[1, 0, 0]",96.0,4.0,5.0,4.0,"Trường học,Siêu thị,Giao thông công cộng,Khu an ninh ,","Ban công / Sân thượng ,",92708333.3333
13070,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",45.0,,,,,,77777777.7778
13071,Quận 5,Phường 09,"[10.76716, 106.67083]",Nhà phố,"[1, 0, 0]",502.0,,,,,,149402390.438
13072,Quận 5,Phường 01,"[10.75413, 106.67917]",Nhà phố,"[1, 0, 0]",80.0,,,,,,451250000.0
13073,Quận 9,Phường Phước Long B,"[10.82127, 106.77212]",Nhà phố,"[1, 0, 0]",63.0,,,,,,39682539.6825
13074,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",134.0,,,,,,284328358.209
13075,Quận 5,Phường 08,"[10.75581, 106.67084]",Nhà phố,"[1, 0, 0]",84.0,,,,,,213095238.095
13076,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",44.0,,,,,,193181818.182
13077,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",66.0,,,,,,187878787.879
13078,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",241.0,,,,,,172199170.124
13079,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",191.0,,,,,,178534031.414
13080,Quận 10,Phường 02,"[10.76457, 106.67325]",Nhà phố,"[1, 0, 0]",92.0,,,,,,178260869.565
13081,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",72.0,,,,,,156944444.444
13082,Quận 10,Phường 13,"[10.74955, 106.65677]",Nhà phố,"[1, 0, 0]",104.0,,,,,,128846153.846
13083,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",99.0,,,,,,125252525.253
13084,Quận 10,Phường 04,"[10.76334, 106.66875]",Nhà phố,"[1, 0, 0]",107.0,,,,,,220560747.664
13085,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",125.0,,,,,,128000000.0
13086,Quận 10,Phường 15,"[10.76981, 106.65732]",Biệt thự/ Villa,"[1, 0, 0]",262.0,,,,,,122137404.58
13087,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",364.0,,,,,,90659340.6593
13088,Quận 10,Phường 02,"[10.76457, 106.67325]",Nhà phố,"[1, 0, 0]",461.0,,,,,,206073752.711
13089,Quận Tân Bình,Phường 04,"[10.80346, 106.65779]",Nhà phố,"[1, 0, 0]",74.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,105405405.405
13090,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",70.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",14000000.0
13091,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",44.0,,,,,,175000000.0
13092,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.80848, 106.58879]",Nhà phố,"[1, 0, 0]",56.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",169642857.143
13093,Quận 9,Phường Phú Hữu,"[10.80431, 106.79843]",Nhà phố,"[1, 0, 0]",179.0,4.0,4.0,4.0,"Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Khu an ninh ,","Ban công / Sân thượng,Phòng tập gym ,",131284916.201
13094,Huyện Bình Chánh,Xã Phạn Văn Hai,"[10.81917, 106.53676]",Nhà phố,"[1, 0, 0]",72.0,1.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,11944444.4444
13095,Huyện Bình Chánh,Xã Lê Minh Xuân,"[10.75473, 106.52789]",Nhà phố,"[1, 0, 0]",72.0,1.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,11944444.4444
13096,Quận 8,Phường 05,"[10.74929, 106.64295]",Nhà phố,"[1, 0, 0]",48.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,",,93750000.0
13097,Huyện Hóc Môn,Xã Bà Ðiểm,"[10.84718, 106.59104]",Nhà phố,"[1, 0, 0]",56.0,,,,,,26785714.2857
13098,Quận Phú Nhuận,Phường 10,"[10.79643, 106.67064]",Nhà phố,,65.0,2.0,,,,,107692307.692
13099,Quận 5,Phường 06,"[10.75208, 106.66795]",Nhà phố,"[1, 0, 0]",70.0,4.0,5.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",95714285.7143
13100,Quận Thủ Đức,Phường Bình Thọ,"[10.84504, 106.76858]",Khác,"[1, 0, 0]",914.0,,,,,,68271334.7921
13101,Quận Thủ Đức,Phường Linh Chiểu,"[10.85444, 106.76581]",Khác,"[1, 0, 0]",1193.0,,,,,,27661357.9212
13102,Quận 2,Phường An Phú,"[10.76451, 106.74686]",Nhà phố,"[1, 0, 0]",80.0,3.0,4.0,,,,110000000.0
13103,Quận 3,Phường 07,"[10.78411, 106.68729]",Khác,"[1, 0, 0]",980.0,,,,,,285714285.714
13104,Quận 7,Phường Tân Quy,"[10.74028, 106.70863]",Nhà phố,"[1, 0, 0]",82.0,4.0,,,,,128048780.488
13105,Quận Tân Phú,Phường Phú Thọ Hoà,"[10.78544, 106.6288]",Nhà phố,,60.0,1.0,3.0,2.0,,,58333333.3333
13106,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Khác,"[1, 0, 0]",77.0,,,,,,107792207.792
13107,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",40.0,2.0,2.0,,,,23000000.0
13108,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",198.0,,,,,,262626262.626
13109,Huyện Bình Chánh,Xã Phạn Văn Hai,"[10.81917, 106.53676]",Nhà phố,"[1, 0, 0]",72.0,1.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,11944444.4444
13110,Quận Gò Vấp,Phường 12,"[10.80126, 106.65071]",Nhà phố,"[1, 0, 0]",75.0,4.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",118666666.667
13111,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",64.0,,,,,,170312500.0
13112,Quận 12,Phường Thạnh Lộc,"[10.87822, 106.68548]",Nhà phố,"[1, 0, 0]",84.0,2.0,4.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",30952380.9524
13113,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",72.0,,,,,,208333333.333
13114,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,,48.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi ,",47916666.6667
13115,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",60.0,2.0,5.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",128333333.333
13116,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",63.0,,,,,,87301587.3016
13117,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",66.0,1.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,118181818.182
13118,Quận 3,Phường 03,"[10.77057, 106.6783]",Nhà phố,"[1, 0, 0]",64.0,,,,,,132812500.0
13119,Quận 7,Phường Tân Phong,"[10.73072, 106.70413]",Nhà phố,"[0, 1, 0]",90.0,1.0,1.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Internet cáp quang,Wifi ,",58888888.8889
13120,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",60.0,,,,,,125000000.0
13121,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",80.0,2.0,4.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",67500000.0
13122,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",80.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,127500000.0
13123,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",64.0,1.0,2.0,,"Trường học,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Đầy đủ nội thất,Wifi ,",117187500.0
13124,Quận 12,Phường Thạnh Lộc,"[10.87822, 106.68548]",Nhà phố,"[1, 0, 0]",80.0,11.0,2.0,,"Trường học,Siêu thị,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,106250000.0
13125,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Khác,"[1, 0, 0]",39.0,,,,,,153846153.846
13126,Quận 2,Phường Bình An,"[10.79184, 106.73191]",Biệt thự/ Villa,,125.0,2.0,5.0,5.0,,,80000000.0
13127,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",109.0,,,,,,238532110.092
13128,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",101.0,,,,,,272277227.723
13129,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",68.0,,,,,,220588235.294
13130,Quận Bình Tân,Phường Bình Trị Đông B,"[10.74278, 106.60917]",Nhà phố,"[1, 0, 0]",90.0,,,,,,77777777.7778
13131,Quận 9,Phường Trường Thạnh,"[10.80909, 106.82475]",Nhà phố,"[1, 0, 0]",73.0,2.0,,5.0,,,47945205.4795
13132,Quận 1,Phường Cầu Kho,"[10.75677, 106.68776]",Nhà phố,"[1, 0, 0]",96.0,,,,,,125000000.0
13133,Quận 3,Phường 06,"[10.78024, 106.6907]",Nhà phố,"[1, 0, 0]",58.0,,,,,,284482758.621
13134,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",75.0,,,,,,166666666.667
13135,Quận 3,Phường 03,"[10.77057, 106.6783]",Nhà phố,"[1, 0, 0]",54.0,,,,,,83333333.3333
13136,Quận Tân Phú,Phường Tân Thành,"[10.79148, 106.63456]",Nhà phố,"[1, 0, 0]",64.0,3.0,7.0,7.0,,,62500000.0
13137,Quận 10,Phường 06,"[10.76257, 106.66355]",Nhà phố,"[1, 0, 0]",64.0,2.0,4.0,2.0,"Trường học,Siêu thị,Bệnh viện,Khu an ninh ,","Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",107812500.0
13138,Quận 10,Phường 03,"[10.77739, 106.66484]",Nhà phố,"[1, 0, 0]",90.0,,,,,,108888888.889
13139,Quận Thủ Đức,Phường Hiệp Bình Phước,"[10.84443, 106.7091]",Nhà phố,"[1, 0, 0]",269.0,,,,,,19330855.0186
13140,Quận Phú Nhuận,Phường 15,"[10.79794, 106.67863]",Nhà phố,"[1, 0, 0]",62.0,3.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",201612903.226
13141,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",75.0,,,,,,168000000.0
13142,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",60.0,4.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Ban công / Sân thượng,Đầy đủ nội thất ,",91666666.6667
13143,Quận Tân Phú,Phường Hiệp Tân,"[10.77319, 106.62633]",Nhà phố,"[1, 0, 0]",145.0,,,,"Bệnh viện,Giao thông công cộng,Gần nhà thờ,Khu an ninh ,",,68965517.2414
13144,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",100.0,1.0,2.0,0.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",7500000.0
